"Number","Material Description (Name)","Number (Relationships.Formulation.Title Block)","SBU Category (Relationships.Formulation.Formulation Attributes)","Dossier Type (Relationships.Formulation.Formulation Attributes)","Lifecycle Phase (Relationships.Formulation.Title Block)","Lifecycle Phase","Triangulated (Page Two)","Marketed Countries (Page Three)","Country lead cluster","Region","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Created on (Page Two)","Year created","Repack","SBU Category","Brand","UI","UI Description","Galenical form","Volume 4","Volume 3","Volume 2","Class of goods","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Roman Number","Low performer","Samples","Galenical form","Combipack (Page Three)"
"87595293","Iberogast SOLU BTL 20mL MX","1611658","Digestive Health","Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Bottle","20","Millilitre [ML]","09/21/2020 06:52:15 PM CEST","2020","NO","Digestive Health","IBEROGAST","1611658","IBEROGAST Solution","Liquid|Oral Solution","  243 ","  314 ","  230 ","SG (Sales Goods)","Bottle","20","Millilitre [ML]","IX","","NO","Liquid|Oral Solution","No"
"87626369","Aspirina 500mg TABL BLI 20 CL","1600005","Analgesics","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","20","Piece [PCE]","10/07/2020 03:04:54 PM CEST","2020","NO","Analgesics","ASPIRIN PAIN","1600005","ASPIRIN PAIN 500 mg Plain Tablet","Solid|Tablet|Plain","  760 ","  764 ","  939 ","SG (Sales Goods)","Blister","20","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"88361830","Clarityne 10mg TABL BLI 10 MX","1611958","Allergy","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","10","Piece [PCE]","06/23/2021 11:02:12 PM CEST","2021","NO","Allergy","CLARITIN","1611958","CLARITIN 10 mg Plain tablets","Solid|Tablet|Plain","  207 ","  233 ","  157 ","SG (Sales Goods)","Blister","10","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"88595505","Acetaminofen Bayer500mg TABL BLI 100 CEA","1614789","Analgesics","Pharma","Active","Active","No","Belize [BZ];Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Blister","100","Piece [PCE]","10/28/2021 09:30:49 AM CEST","2021","NO","Analgesics","FOCUS","1614789","FOCUS 500 mg Plain tablet","Solid|Tablet|Plain","  256 ","  775 ","  87 ","SG (Sales Goods)","Blister","100","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"88595556","Acetaminofen Bayer 500mg TABL BLI 20 CEA","1614789","Analgesics","Pharma","Active","Active","No","El Salvador [SV];Guatemala [GT];Dom. Rep.[DO];Honduras [HN];Panama [PA];Costa Rica [CR];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","20","Piece [PCE]","10/28/2021 09:44:07 AM CEST","2021","NO","Analgesics","FOCUS","1614789","FOCUS 500 mg Plain tablet","Solid|Tablet|Plain","  463 ","  364 ","  44 ","SG (Sales Goods)","Blister","20","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"88596617","Claricort TABL BLI 10 EC","1612127","Allergy","Pharma","Active","Active","Yes","Ecuador [EC]","Ecuador","LATAM","Blister","10","Piece [PCE]","09/15/2021 07:32:21 PM CEST","2021","NO","Allergy","CELESTAMINE","1612127","CELESTAMINE Claricort Plain Tablets","Solid|Tablet|Plain","  259 ","0","  115 ","SG (Sales Goods)","Blister","10","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"88409558","Redoxon Total TAFI BLI 10 PE","1611556","Nutritionals","Food;Pharma","Active","Active","Yes","Peru [PE]","Peru","LATAM","Blister","10","Piece [PCE]","07/27/2021 12:17:02 PM CEST","2021","NO","Nutritionals","REDOXON","1611556","REDOXON Triple Action Film-coated Tablet","Solid|Tablet|Film-coated","  21 ","  130 ","0","SG (Sales Goods)","Blister","10","Piece [PCE]","VII","X","NO","Solid|Tablet|Film-coated","No"
"88416570","Natele Stage 3 Milka CAPS BLI 30 CEA","1611519","Nutritionals","Food;Pharma","Active","Active","Yes","Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Panama [PA];Trinidad and Tobago [TT]","Centro / Caribe","LATAM","Blister","30","Piece [PCE]","07/30/2021 01:54:39 PM CEST","2021","NO","Nutritionals","ELEVIT","1611519","ELEVIT Soft gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  19 ","  36 ","0","4P (Planning purposes)","Blister","30","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"88416678","Elevit Milka Stage 3 CAPS BLI 30 MX","1611518","Nutritionals","Food","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Blister","30","Piece [PCE]","07/30/2021 02:37:28 PM CEST","2021","NO","Nutritionals","ELEVIT","1611518","ELEVIT Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  51 ","  35 ","0","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"88457005","Mexsana Lady POWD BT 150g+85g Promo CO","1614559","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Bottle","235","Gram [G]","08/25/2021 06:23:25 AM CEST","2021","NO","Dermatology","MEXSANA","1614559","MEXSANA 1% Lady Cutaneous Powder","Solid|Powder|Cutaneous","  42 ","  18 ","  50 ","SG (Sales Goods)","Bottle","235","Gram [G]","VI","X","NO","Solid|Powder|Cutaneous","No"
"88569032","Afrin Nasal Adult 0.05% SPRA SPH 15ml CO","1611945","Cough & Cold","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Spray Head","15","Millilitre [ML]","10/05/2021 04:08:53 PM CEST","2021","NO","Cough & Cold","AFRIN","1611945","AFRIN 0.05% Decongestant Nasal Spray","Liquid|Nasal spray, solution","  240 ","  228 ","  224 ","SG (Sales Goods)","Spray Head","15","Millilitre [ML]","IX","","NO","Liquid|Nasal spray, solution","No"
"88568540","CARDIOASPIRINA 100mg TAEC BLI 20 BO/PY","1610075","Cardio","Pharma","Active","Active","No","Bolivia [BO];Paraguay [PY]","Other Conosur","LATAM","Blister","20","Piece [PCE]","10/06/2021 08:51:33 PM CEST","2021","NO","Cardio","ASPIRIN CARDIO","1610075","ASPIRIN CARDIO 100 mg Enteric-coated Tablet","Solid|Tablet|Enteric-coated","  95 ","0","0","SG (Sales Goods)","Blister","20","Piece [PCE]","IX","","NO","Solid|Tablet|Enteric-coated","No"
"87569276","Aspirin Cardio 100mg TABL BLI 98 CL","1600094","Cardio","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","98","Piece [PCE]","09/15/2020 11:37:01 AM CEST","2020","NO","Cardio","ASPIRIN CARDIO","1600094","ASPIRIN CARDIO 100 mg Plain Tablet","Solid|Tablet|Plain","  86 ","  145 ","  27 ","SG (Sales Goods)","Blister","98","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87569292","Aspirin Cardio 100mg TABL  BLI 42 CL","1600094","Cardio","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","42","Piece [PCE]","09/15/2020 11:37:04 AM CEST","2020","NO","Cardio","ASPIRIN CARDIO","1600094","ASPIRIN CARDIO 100 mg Plain Tablet","Solid|Tablet|Plain","  534 ","  644 ","  302 ","SG (Sales Goods)","Blister","42","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"88621344","Cardioaspirina 100mg TAEC BLI 50 UY","1610075","Cardio","Pharma","Active","Active","Yes","Uruguay [UY]","Other Conosur","LATAM","Blister","50","Piece [PCE]","10/12/2021 05:13:06 PM CEST","2021","NO","Cardio","ASPIRIN CARDIO","1610075","ASPIRIN CARDIO 100 mg Enteric-coated Tablet","Solid|Tablet|Enteric-coated","  165 ","0","0","SG (Sales Goods)","Blister","50","Piece [PCE]","IX","","NO","Solid|Tablet|Enteric-coated","No"
"88620631","Cardioaspirina 325mg TAEC BLI 30 UY","1610489","Cardio","Pharma","Active","Active","Yes","Uruguay [UY]","Other Conosur","LATAM","Blister","30","Piece [PCE]","10/12/2021 05:38:43 PM CEST","2021","NO","Cardio","ASPIRIN CARDIO","1610489","ASPIRIN CARDIO 325 mg Enteric-coated Tablet","Solid|Tablet|Enteric-coated","  19 ","0","0","SG (Sales Goods)","Blister","30","Piece [PCE]","VIII","X","NO","Solid|Tablet|Enteric-coated","No"
"88574796","ALKA AD 2mg TABL BLI 12 CEA","1600026","Digestive Health","Pharma","Active","Active","No","Bahamas [BS];Barbados [BB];Guatemala [GT];Jamaica [JM];Panama [PA];Trinidad and Tobago [TT]","Centro / Caribe","LATAM","Blister","12","Piece [PCE]","10/13/2021 01:02:32 AM CEST","2021","NO","Digestive Health","ALKA-SELTZER","1600026","ALKA SELTZER 2 mg Plain Tablet","Solid|Tablet|Plain","  200 ","  98 ","  55 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"88574788","ALKA AD 2mg TABL BLI 72 CEA","1600026","Digestive Health","Pharma","Active","Active","No","Bahamas [BS];Barbados [BB];Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Jamaica [JM];Nicaragua [NI];Panama [PA];Trinidad and Tobago [TT]","Centro / Caribe","LATAM","Blister","72","Piece [PCE]","10/13/2021 01:14:36 AM CEST","2021","NO","Digestive Health","ALKA-SELTZER","1600026","ALKA SELTZER 2 mg Plain Tablet","Solid|Tablet|Plain","  480 ","  554 ","  272 ","SG (Sales Goods)","Blister","72","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"88575164","Canesten Gyne 500mg VT APP 1 BR","1600091","Dermatology","Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Applicator","1","Piece [PCE]","10/13/2021 02:11:41 PM CEST","2021","NO","Dermatology","CANESTEN GYNE","1600091","CANESTEN GYNE 500 mg Vaginal tablet","Solid|Tablet|Vaginal","  614 ","0","0","SG (Sales Goods)","Applicator","1","Piece [PCE]","IX","","NO","Solid|Tablet|Vaginal","No"
"88402995","Bepanthen Sensicontrol CREA TUF 200ml MX","1611297","Dermatology","Cosmetic","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Tube Flexible","200","Millilitre [ML]","07/21/2021 11:31:23 AM CEST","2021","NO","Dermatology","BEPANTHOL","1611297","BEPANTHOL Baby Eczema Skin Protection Cream","Semi-solid|Cream","  33 ","  68 ","  15 ","SG (Sales Goods)","Tube Flexible","200","Millilitre [ML]","IX","","NO","Semi-solid|Cream","No"
"88124251","Acid Mantle SOAP BOX 4X90GR CO","1610538","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Folding box/Carton","4","Piece [PCE]","03/10/2021 05:09:35 AM CET","2021","YES","Dermatology","ACID MANTLE","1610538","ACID MANTLE Soap Bar","Other|Soap Bar","  104 ","  34 ","  41 ","SG (Sales Goods)","Folding box/Carton","4","Piece [PCE]","VI","X","NO","Other|Soap Bar","No"
"88406664","GynoCanesten 1Day 500mg CAPS BLI 1 PE","1614005","Dermatology","Pharma","Active","Introductory","Yes","Peru [PE]","Peru","LATAM","Blister","1","Piece [PCE]","07/23/2021 06:01:30 PM CEST","2021","NO","Dermatology","CANESTEN GYNE","1614005","CANESTEN GYNE 500 mg Soft Capsule","Solid|Capsule|Soft Capsules","  24 ","0","0","4P (Planning purposes)","Blister","1","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Capsules","No"
"88283775","Aleve 220mg TAFI STP 36 CEA","1600169","Analgesics","Pharma","Active","Active","No","Guatemala [GT]","Centro / Caribe","LATAM","Strip pack","36","Piece [PCE]","04/21/2021 08:40:49 PM CEST","2021","NO","Analgesics","ALEVE","1600169","ALEVE 220 mg Film-coated Tablet","Solid|Tablet|Film-coated","  230 ","  367 ","  142 ","SG (Sales Goods)","Strip pack","36","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"88283856","Dorival LG 200mg CAPS STP 36 CEA","1611235","Analgesics","Pharma","Active","Active","No","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Strip pack","36","Piece [PCE]","04/21/2021 09:19:36 PM CEST","2021","NO","Analgesics","ACTRON","1611235","ACTRON NF 200 mg Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  413 ","  327 ","  163 ","SG (Sales Goods)","Strip pack","36","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"88284852","Tabcin Pods C&C CAPS STP 60 CEA","1614640","Cough & Cold","Pharma","Active","Active","Yes","Guatemala [GT];El Salvador [SV];Dom. Rep.[DO];Honduras [HN];Costa Rica [CR];Panama [PA];Nicaragua [NI]","Centro / Caribe","LATAM","Strip pack","60","Piece [PCE]","04/21/2021 11:24:22 PM CEST","2021","NO","Cough & Cold","TABCIN","1614640","TABCIN Cold & Cough LG (Purple) Soft Gelatine Capsule","Solid|Capsule|Soft Gelatine Capsules","  377 ","  356 ","0","SG (Sales Goods)","Strip pack","60","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"88283910","Aspirina Forte TABL STP 100 CEA","1600008","Analgesics","Pharma","Active","Active","No","Costa Rica [CR];Curaçao [CW];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Haiti [HT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Strip pack","100","Piece [PCE]","04/21/2021 11:41:59 PM CEST","2021","NO","Analgesics","ASPIRIN PAIN","1600008","ASPIRIN PAIN Forte 500/50 Plain Tablet","Solid|Tablet|Plain","  232 ","  322 ","  55 ","SG (Sales Goods)","Strip pack","100","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"88404912","Gino-Canesten Balance GEL TUF 7x5ml BR","1611796","Dermatology","Medical Device","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Tube Flexible","35","Millilitre [ML]","07/22/2021 11:24:16 AM CEST","2021","NO","Dermatology","CANESTEN GYNE","1611796","CANESTEN GYNE Gel","Semi-solid|Gel","  255 ","  150 ","  75 ","SG (Sales Goods)","Tube Flexible","35","Millilitre [ML]","IX","","NO","Semi-solid|Gel","No"
"88404939","Mexsana Fuerte 1% CREA TUF 15g CO","1600202","Dermatology","Pharma","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Tube Flexible","15","Gram [G]","07/22/2021 06:59:03 PM CEST","2021","NO","Dermatology","CANESTEN DERM","1600202","CANESTEN DERM 1 % Cream","Semi-solid|Cream","  154 ","  557 ","  41 ","SG (Sales Goods)","Tube Flexible","15","Gram [G]","IX","","NO","Semi-solid|Cream","No"
"88406176","Redoxon Infantil 100mg TACH BT 100 CEA","1600038","Nutritionals","Pharma","Active","Active","Yes","El Salvador [SV];Barbados [BB];Dom. Rep.[DO];Bermuda [BM];Dominica [DM];Cayman Islands [KY];Saint Lucia [LC];Guyana [GY];Jamaica [JM];Nicaragua [NI];Haiti [HT];Guatemala [GT];Antigua and Barbuda [AG];Curaçao [CW];Trinidad and Tobago [TT];Bahamas [BS];Suriname [SR];Aruba [AW];Costa Rica [CR];Honduras [HN];Sint Maarten [SX]","Centro / Caribe","LATAM","Bottle","100","Piece [PCE]","07/23/2021 08:49:39 AM CEST","2021","NO","Nutritionals","REDOXON","1600036","REDOXON Infantil Cherry 100 mg Chewable Tablet","Solid|Tablet|Chewable","  60 ","  57 ","0","SG (Sales Goods)","Bottle","100","Piece [PCE]","VI","X","NO","Solid|Tablet|Chewable","Yes"
"88406176","Redoxon Infantil 100mg TACH BT 100 CEA","1600037","Nutritionals","Pharma","Active","Active","Yes","El Salvador [SV];Barbados [BB];Dom. Rep.[DO];Bermuda [BM];Dominica [DM];Cayman Islands [KY];Saint Lucia [LC];Guyana [GY];Jamaica [JM];Nicaragua [NI];Haiti [HT];Guatemala [GT];Antigua and Barbuda [AG];Curaçao [CW];Trinidad and Tobago [TT];Bahamas [BS];Suriname [SR];Aruba [AW];Costa Rica [CR];Honduras [HN];Sint Maarten [SX]","Centro / Caribe","LATAM","Bottle","100","Piece [PCE]","07/23/2021 08:49:39 AM CEST","2021","NO","Nutritionals","REDOXON","1600036","REDOXON Infantil Cherry 100 mg Chewable Tablet","Solid|Tablet|Chewable","  60 ","  57 ","0","SG (Sales Goods)","Bottle","100","Piece [PCE]","VI","X","NO","Solid|Tablet|Chewable","Yes"
"88406176","Redoxon Infantil 100mg TACH BT 100 CEA","1600036","Nutritionals","Pharma","Active","Active","Yes","El Salvador [SV];Barbados [BB];Dom. Rep.[DO];Bermuda [BM];Dominica [DM];Cayman Islands [KY];Saint Lucia [LC];Guyana [GY];Jamaica [JM];Nicaragua [NI];Haiti [HT];Guatemala [GT];Antigua and Barbuda [AG];Curaçao [CW];Trinidad and Tobago [TT];Bahamas [BS];Suriname [SR];Aruba [AW];Costa Rica [CR];Honduras [HN];Sint Maarten [SX]","Centro / Caribe","LATAM","Bottle","100","Piece [PCE]","07/23/2021 08:49:39 AM CEST","2021","NO","Nutritionals","REDOXON","1600036","REDOXON Infantil Cherry 100 mg Chewable Tablet","Solid|Tablet|Chewable","  60 ","  57 ","0","SG (Sales Goods)","Bottle","100","Piece [PCE]","VI","X","NO","Solid|Tablet|Chewable","Yes"
"88321987","Flanax 24H 660mg TABI STP 8 BR","1610256","Analgesics","Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Strip pack","8","Piece [PCE]","05/26/2021 03:11:29 PM CEST","2021","NO","Analgesics","ALEVE","1610256","ALEVE 660 mg Bi-layer tablet ","Solid|Tablet|Bi-layer","  195 ","  194 ","  95 ","SG (Sales Goods)","Strip pack","8","Piece [PCE]","IX","","NO","Solid|Tablet|Bi-layer","No"
"87979571","GynoCanesten 1 Day 500mg CAPS BLI 1 EC","1614005","Dermatology","Pharma","Active","Active","Yes","Ecuador [EC]","Ecuador","LATAM","Blister","1","Piece [PCE]","01/29/2021 12:06:14 PM CET","2021","NO","Dermatology","CANESTEN GYNE","1614005","CANESTEN GYNE 500 mg Soft Capsule","Solid|Capsule|Soft Capsules","  98 ","0","0","SG (Sales Goods)","Blister","1","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Capsules","No"
"88043103","Bepantol Derma Cabelos 50 ML SPH Rfm BR","1614677","Dermatology","Cosmetic","Active","Active","No","Brazil [BR]","Brazil","LATAM","Spray Head","50","Millilitre [ML]","02/11/2021 10:57:38 PM CET","2021","NO","Dermatology","BEPANTHOL","1614677","BEPANTHOL Solution","Liquid|Cutaneous Solution","  216 ","0","0","SG (Sales Goods)","Spray Head","50","Millilitre [ML]","IX","","NO","Liquid|Cutaneous Solution","No"
"88047656","Redoxon Triple Action TAFI BLI 10 AR","1611556","Nutritionals","Food;Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","10","Piece [PCE]","02/15/2021 01:27:49 PM CET","2021","NO","Nutritionals","REDOXON","1611556","REDOXON Triple Action Film-coated Tablet","Solid|Tablet|Film-coated","  95 ","  80 ","  48 ","SG (Sales Goods)","Blister","10","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"88254805","Bepantol Baby Kit 5% OINT TUF 5x120g BR","1600198","Dermatology","Cosmetic;Pharma","Active","Active","No","Brazil [BR]","Brazil","LATAM","Tube Flexible","120","Gram [G]","04/12/2021 02:08:40 PM CEST","2021","YES","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  11 ","0","  0 ","SG (Sales Goods)","Tube Flexible","120","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"87704564","Desenfriol-ito TACH BLI 6 MX","1614222","Cough & Cold","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","6","Piece [PCE]","10/30/2020 08:56:48 PM CET","2020","NO","Cough & Cold","DESENFRIOL","1614222","DESENFRIOL Plus Chewable Tablets","Solid|Tablet|Chewable","  298 ","  150 ","  299 ","SG (Sales Goods)","Blister","6","Piece [PCE]","IX","","NO","Solid|Tablet|Chewable","No"
"87898202","Bepantol Baby Wipes WIPE POU 96 BR","1614780","Dermatology","Cosmetic","Active","Active","No","Brazil [BR]","Brazil","LATAM","Pouch","96","Piece [PCE]","12/14/2020 11:35:05 AM CET","2020","NO","Dermatology","BEPANTHOL","1614780","BEPANTHOL Wipe","Other|Wipe","  339 ","  252 ","  301 ","SG (Sales Goods)","Pouch","96","Piece [PCE]","IX","","NO","Other|Wipe","No"
"87627098","Aspirina 100mg TABL BLI 140 CO","1600006","Cardio","Pharma","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Blister","140","Piece [PCE]","10/12/2020 05:16:24 PM CEST","2020","NO","Cardio","ASPIRIN CARDIO","1600006","ASPIRIN CARDIO 100 mg Plain Tablet","Solid|Tablet|Plain","  151 ","  185 ","  185 ","SG (Sales Goods)","Blister","140","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87826716","Celestamine NS TABL BLI 10 MX","1612127","Allergy","Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Blister","10","Piece [PCE]","10/13/2020 04:15:31 PM CEST","2020","NO","Allergy","CELESTAMINE","1612127","CELESTAMINE Claricort Plain Tablets","Solid|Tablet|Plain","  536 ","  470 ","0","SG (Sales Goods)","Blister","10","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87826732","Celestamine NS TABL BLI 20 MX","1612127","Allergy","Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Blister","20","Piece [PCE]","10/13/2020 04:18:39 PM CEST","2020","NO","Allergy","CELESTAMINE","1612127","CELESTAMINE Claricort Plain Tablets","Solid|Tablet|Plain","  368 ","  355 ","0","SG (Sales Goods)","Blister","20","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87828530","Supradyn Pronatal TAFI BLI 30 UY","1610473","Nutritionals","Pharma","Active","Active","Yes","Uruguay [UY]","Other Conosur","LATAM","Blister","30","Piece [PCE]","10/16/2020 04:09:33 PM CEST","2020","NO","Nutritionals","SUPRADYN","1610473","SUPRADYN Pronatal Film-coated tablet","Solid|Tablet|Film-coated","  18 ","  23 ","  20 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"87525856","Redoxon Triple Action TAEF TUR 10 CEA","1611555","Nutritionals","Food;Pharma","Active","Active","Yes","El Salvador [SV];Barbados [BB];Dom. Rep.[DO];Bermuda [BM];Cayman Islands [KY];Guyana [GY];Jamaica [JM];Nicaragua [NI];Guatemala [GT];Antigua and Barbuda [AG];Curaçao [CW];Trinidad and Tobago [TT];Bahamas [BS];Belize [BZ];Aruba [AW];Costa Rica [CR];Honduras [HN];Panama [PA];Netherlands Antilles [AN]","Centro / Caribe","LATAM","Tube Rigid","10","Piece [PCE]","09/08/2020 09:06:19 AM CEST","2020","NO","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  196 ","  332 ","  45 ","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87828549","Supradyn Forte TASC BLI 60 UY","1600128","Nutritionals","Pharma","Active","Active","Yes","Uruguay [UY]","Other Conosur","LATAM","Blister","60","Piece [PCE]","10/16/2020 04:41:45 PM CEST","2020","NO","Nutritionals","SUPRADYN","1600128","SUPRADYN 3 RDA Sugar-coated Tablet","Solid|Tablet|Sugar-coated","  9 ","  13 ","  11 ","SG (Sales Goods)","Blister","60","Piece [PCE]","IX","","NO","Solid|Tablet|Sugar-coated","No"
"87828557","Supradyn Forte TASC BLI 30 UY","1600128","Nutritionals","Pharma","Active","Active","Yes","Uruguay [UY]","Other Conosur","LATAM","Blister","30","Piece [PCE]","10/16/2020 04:55:09 PM CEST","2020","NO","Nutritionals","SUPRADYN","1600128","SUPRADYN 3 RDA Sugar-coated Tablet","Solid|Tablet|Sugar-coated","  43 ","  72 ","  67 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Sugar-coated","No"
"87527824","Alka-Seltzer TAEF BLI 12 CEA","1600001","Digestive Health","Pharma","Active","Active","No","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Blister","12","Piece [PCE]","09/08/2020 07:34:20 PM CEST","2020","NO","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  865 ","  1,029 ","  1,149 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87527174","Alka-Seltzer TAEF BLI 60 CEA","1600001","Digestive Health","Pharma","Active","Active","No","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Blister","60","Piece [PCE]","09/08/2020 07:39:17 PM CEST","2020","NO","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  2,021 ","  2,288 ","  2,186 ","SG (Sales Goods)","Blister","60","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87528014","Alka-Gastric 500mg TACH SACH 12 CEA","1600175","Digestive Health","Pharma","Active","Active","No","Guatemala [GT];Honduras [HN];Dom. Rep.[DO];Costa Rica [CR];Nicaragua [NI];Panama [PA];El Salvador [SV]","Centro / Caribe","LATAM","Sachet","12","Piece [PCE]","09/08/2020 07:44:29 PM CEST","2020","NO","Digestive Health","TALCID","1600175","TALCID 500 mg Chewable Tablet","Solid|Tablet|Chewable","  152 ","  125 ","  93 ","SG (Sales Goods)","Sachet","12","Piece [PCE]","IX","","NO","Solid|Tablet|Chewable","No"
"87528022","Alka-Gastric 500mg TACH BLI 36 CEA","1600175","Digestive Health","Pharma","Active","Active","No","Guatemala [GT];Honduras [HN];Dom. Rep.[DO];Costa Rica [CR];Nicaragua [NI];Panama [PA];El Salvador [SV]","Centro / Caribe","LATAM","Blister","36","Piece [PCE]","09/08/2020 07:47:42 PM CEST","2020","NO","Digestive Health","TALCID","1600175","TALCID 500 mg Chewable Tablet","Solid|Tablet|Chewable","  262 ","  245 ","  209 ","SG (Sales Goods)","Blister","36","Piece [PCE]","IX","","NO","Solid|Tablet|Chewable","No"
"87593576","Apronax 550mg TAFI BLI 20 PE","1601126","Analgesics","Pharma","Active","Active","No","Peru [PE]","Peru","LATAM","Blister","20","Piece [PCE]","09/10/2020 05:59:29 AM CEST","2020","YES","Analgesics","APRONAX","1601126","APRONAX  550 mg Film-coated Tablet","Solid|Tablet|Film-coated","  1 ","  4 ","  3 ","SG (Sales Goods)","Blister","20","Piece [PCE]","V","X","NO","Solid|Tablet|Film-coated","No"
"87635376","Redoxon Total TAEF TUR 4x10 CO","1611555","Nutritionals","Food;Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Tube Rigid","20","Piece [PCE]","10/21/2020 05:54:35 AM CEST","2020","YES","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  22 ","  62 ","  35 ","SG (Sales Goods)","Tube Rigid","20","Piece [PCE]","VI","X","NO","Solid|Tablet|Effervescent","No"
